id,title,description,genres,imdb_rating,views,ismovie
1463,Sabse Bada Hungama,"साउथ की जबरदस्त कॉमेडी फिल्म ""सबसे बड़ा हंगमा"" हिंदी में","Action, Comedy, Drama, Love Story",5.1,3619068,1
1465,Fatal Instinct,Full Action Movie | Ivan Sergei,Action,5.7,1846749,1
1466,Sunday,Ajay Devgan - Ayesha Takia - Arshad Warsi - Irrfan Khan - Comedy Movie,"Comedy, Drama, Love Story",5.5,1256612,1
1470,Kaalia,Kaalia Hindi Full Movie {1981} - Amitabh Bachchan | Parveen Babi | Pran - Superhit Hindi Movie,"Action, Drama, Thriller, Crime, Political",6.7,23281709,1
1475,Quantum Voyage (The Black Hole),Quantum Voyage (The Black Hole) Malcolm McDowell,"Thriller, Sci-fi",5.2,2178024,1
1495,Kabir Singh,KabirSingh!  His love has no boundaries and passion that makes him Unstoppable! Meet Dr Kabir Rajveer Singh!,Love Story,7.0,107974011,1
1496,Uri The Surgical Strike,Vicky Kaushal | Yami Gautam |,"Action, Thriller",8.2,697748,1
1497,Writer Padmabhushan,"Suhas, Rohini, Ashish Vidyarthi, Tina | 3rd Feb Release",Thriller,7.8,53733,1
1498,JUNG_E,Year 2194 Humanity's hope and ultimate weapon A.I. combat warrior JUNG_E Watch her break free,Action,5.4,270263,1
1499,Sanju,"Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Anushka Sharma, Sonam Kapoor, Dia Mirza, Vicky Kaushal, Jim Sarbh and Boman Irani.",Drama,7.6,64684478,1
1500,Andhadhun,abu | Ayushmann Khurrana | Radhika Apte |,"Action, Drama",8.2,27533002,1
1506,Chennai vs China,Chennai vs China  Full Movie Hindi Dubbed,"Action, Drama, War",6.5,31632719,1
1509,iSmart Shankar,"iSmart Shankar Full Hindi Dubbed Movie | Ram Pothineni, Nidhhi Agerwal, Nabha Natesh","Action, Comedy, Drama, Love Story, Romance",5.4,322429378,1
1514,Madhagaja,"The wife of one of two rival dons sends her son away to a safe land in order to protect him from their conflict. However, much to her disappointment, her child returns to the world of violence.","Action, Thriller",5.0,2382669,1
1518,Sita Ram,Sitaram  Bellamkonda Srinivas & Kajal Aggarwal,"Action, Love Story, Romance",4.8,596519860,1
1522,Inspector Vijay (KAVACHAM),"Inspector Vijay (KAVACHAM)
Bellamkonda Sreenivas, Kajal, Neil Nitin Mukesh","Action, Love Story, Thriller, Political, Romance",4.5,341862634,1
1524,ACP Shiva (Motta Siva Ketta Siva),"ACP Shiva (Motta Siva Ketta Siva)
Raghava Lawrence, Nikki Galrani","Action, Comedy, Drama, Crime, Political",3.5,183016963,1
1528,Kadamban,"Kadamban (2017) 
Arya, Catherine Tresa","Action, Adventure, Love Story",5.4,156069562,1
1538,Bholaa,Ajay Devgn | Tabu Best Movie,"Action, Drama",7.6,976,1
1541,Ramabanam,"Gopichand, Jagapathi Babu, Kushboo Sundar, Dimple Hayathi, Tarun Raj Arora, Nasser, Shubalekha Sudhakar, Sachin Khedekar, Kasi Vishwanath",Action,6.0,537460,1
1547,Virupaksha,"Virupaksha is a Mystical Thriller movie Starring Sai Dharam Tej, Samyuktha Menon.","Drama, Mystery, Thriller",8.0,1161525,1
1552,CAPTAIN,"CAPTAIN 
Arya, Aishwarya Lekshmi","Action, Horror, Adventure, Thriller",4.4,49349734,1
1554,Kisi Ka Bhai Kisi Ki Jaan,"Salman Khan, Venkatesh D, Pooja Hegde | Farhad Samji","Action, Comedy, Drama, Love Story",6.9,50456786,1
1556,Holy Cow,"Sanjay Mishra, Sadiya Siddiqui, Tigmanshu Dhulia, Mukesh Bhatt","Comedy, Drama",6.6,2242429,1
1557,ROBERRT (2021),"ROBERRT 
Darshan, Jagapathi Babu, Ravi Kishan, Asha Bhat","Action, Love Story, Thriller",5.9,115040735,1
1559,ZOMBIE REDDY,"ZOMBIE REDDY 
Teja Sajja, Daksha, Prasanth Varma","Horror, Crime",6.6,98496945,1
1562,Ek Rishtaa -The Bond Of Love,"Ek Rishtaa -The Bond Of Love  Akshay Kumar, Amitabh Bachchan","Drama, Love Story, Romance",6.9,97267358,1
1563,MLA Ka Power,"MLA Ka Power  
Nandamuri Kalyanram 
Kajal Aggarwal","Action, Drama, Love Story, Romance",5.3,30255608,1
1569,Mann,"Mann-Aamir Khan, Manisha Koirala, Anil Kapoor","Drama, Love Story, Romance",6.1,144361590,1
1573,Barsaat,Priyanka Chopra - Bobby Deol - Bipasha,"Drama, Love Story, Romance",4.3,67098644,1
1574,Main Hoon Lucky The Racer,"Race Gurram... Allu Arjun, Shruti Haasan","Action, Love Story, Crime, Political, Romance",7.1,45458418,1
1577,Gumraah,"Aditya Roy Kapur, Mrunal Thakur | Vardhan Ketkar | Murad K, Bhushan Kumar","Action, Drama",6.4,2000,1
1578,August 16 1947,Gautham Karthik | NS Ponkumar | Sean Roldan | AR Murugadoss,"Action, Drama",6.9,372253,1
1583,Almost Pyaar With DJ Mohabbat,Alaya F | Karan M | Anurag K | Amit T,"Drama, Love Story, Romance",4.8,5621599,1
1585,Namak Halaal,Shashi Kapoor |Amitabh Bachchan| Smita Patil |Ranjeet,"Action, Love Story, Crime, Romance",7.2,14381511,1
1604,Ekkadiki,"Nikhil, Hebah Patel, Avika Gor, Tanikela Bharani","Action, Horror, Love Story",7.4,32496744,1
1606,Raja Vikramarka,"Kartikeya, Tanya Ravichandran","Action, Love Story, Thriller, Crime, Romance",5.3,41569544,1
1611,FAST X,Fast X also known as Fast & Furious 10 Vin Diesel Movie,"Action, Adventure, Crime",6.3,9345158,1
1612,Mrs. Chatterjee vs Norway,How far will a mother’s love take Mrs. Chatterjee to reunite with her children?,Drama,7.4,395029,1
1622,Stowaway,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,"Adventure, Thriller, Sci-fi",5.6,159214,1
1623,Custody,Naga Chaitanya | Krithi Shetty | Yuvan Shankar Raja | Venkat Prabhu,"Action, Drama, Thriller",8.5,16371244,1
1624,Soppana Sundari,"A struggling middle-class family wins a car in a raffle draw, but their celebration is short-lived.","Comedy, Drama, Thriller",6.7,70063,1
1625,Ravanasura,Mass Maharaja Ravi Teja | Sushanth | Sudheer Varma | Abhishek Nama,"Comedy, Drama, Thriller",5.6,21139685,1
1626,Farhana,"Aishwarya Rajesh, Selvaraghavan | Justin | Nelson Venkatesan","Drama, Thriller",6.4,195051,1
1628,Haryana,"Yash Tonk, Ashlesha Sawant, Robbie Marih, Monica Sharma and Aakarshan Singh.","Comedy, Romance",8.3,1788658,1
1629,Triangle of Sadness,"Harris Dickinson, Charlbi Dean (in her last role), Dolly de Leon, Zlatko Buric, Henrik Dorsin, Vicki Berlin, and Woody Harrelson.","Comedy, Drama",7.3,287165,1
1630,AKA,Alban Lenoir · Eric Cantona · Thibault de Montalembert · Sveva Alviti · Saïdou Camara · Lucille Guillaume · Kevin Layne,"Action, Drama",6.7,74447,1
1631,Shazam,शज़ैम! फ्युरी ऑफ द गॉड्स (Shazam! Fury Of The Gods),"Action, Drama, Thriller",7.0,2883902,1
1632,Dasara,"Nani, Keerthy Suresh | Srikanth Odela | Santhosh Narayanan","Action, Drama, Mystery",6.8,13088955,1
1633,Bheed,"Rajkummar Rao, Bhumi Pednekar, Anubhav Sinha |","Drama, Mystery",7.7,2150480,1
1634,Mela,"Amir Khan, twinkal khanna","Action, Mystery, Love Story, Romance",3.7,5035548,1
1635,બુશર્ટ ટી-શર્ટ,Bushirt T-shirt... Siddharth Randeria | Kamlesh Ozza | Vandana Pathak,"Comedy, Drama",9.1,1182667,1
1636,Thugs,Hridhu Haroon SIMHA | RK Suresh | Sam. C. S | BRINDA,"Action, Drama, War",8.5,2504133,1
1637,Biswa Kalyan Rath: Mood Kharaab,Biswa Kalyan Rath is a stand up comedian who used to be angry at the world.,Comedy,7.0,77123,1
1638,Mera Baba Nanak,Vikramjeet Virk | Amanmeet Singh | Harashjot | Punjabi Film,"Action, Comedy, Drama",9.8,2050277,1
1639,ROSH,"New ""ROSH"" Love, Greed & Revenge starring  Mimmoh Chakraborty, Nikita Soni, Alina Rai & new face Yash Raj","Action, Drama, Love Story, Thriller",9.0,179741,1
1640,Titu Ambani,"Tushar Pandey, Deepika Singh Goyal | Bharat – Hitarth","Comedy, Drama",5.9,5569333,1
1641,8 A.M. Metro,"Gulshan Devaiah, Saiyami Kher | Raj R | Mark K Robin",Drama,8.2,2075207,1
1642,Kathal,"Sanya Malhotra, Rajpal Yadav, Vijay Raaz |","Comedy, Drama",6.9,45618689,1
1643,Kacchey Limbu,Kacchey Limbu is a 2023 Indian Hindi-language sports drama film.,Drama,6.3,48037,1
1644,Sidhus Of Southall,Sargun Mehta | Ajay | Navaniat Singh | Punjabi Comedy Movie,"Comedy, Drama",4.6,11778705,1
1645,Hot Seat,Friar is a former hacker and IT expert who finds a hair-trigger bomb strapped to his desk chair.,"Action, Drama, Mystery",4.3,309742,1
1646,Hellhole,Tom Sizemore · Tom Lister Jr. · Sally Kirkland · Rudy Youngblood · Paul Collett · May Myat Noe · Tori Lane Ross · Dave Fennoy.,"Action, Drama, Horror, Thriller",5.8,230729,1
1650,The Kashmir Files,"32 years later, the emotions & the pain remain the same. Witness the brutally honest story of the Kashmir Genocide.",Drama,8.7,52637069,1
1651,The Big Bull,"Abhishek B, Ileana D, Nikita D, Sohum S | Kookie Gulati |",Drama,5.7,42360137,1
1652,Son Of Sardaar,Ajaydevgan And Sonakshi best Comedy Movie,"Action, Comedy, Drama",6.2,164391,1
1655,Trigger,"Atharvaa Murali, Tanya Ravichandran | Sam Anton","Action, Drama",5.9,118203,1
1659,King Kong,Naomi Watts · Ann Darrow ; Jack Black · Carl Denham ; Adrien Brody · Jack Driscoll ; Thomas Kretschmann · Captain Englehorn ; Colin Hanks · Preston.,"Action, Drama, Adventure",7.2,359142,1
1669,Maa Da Ladla,"Tarsem Jassar,Neeru Bajwa,Nirmal Rishi,Roopi Gill,Naseem Vicky,Iftikhar Thakur","Comedy, Drama, Love Story",5.8,10756908,1
1670,Gurthunda Seethakalam,Satyadev | Tamannaah | Kaala Bhairava | Nagashekar,"Drama, Adventure, Romance",6.2,4499594,1
1677,Loha,"Dharmendra, shatrughan sinha, ambarish Puri,kadar khan","Action, Drama",6.1,14380717,1
1713,Vijayanand,Anand Sankeshwar || Nihal || Rishika Sharma || Gopi Sundar ||,"Action, Comedy, Thriller",8.3,12371725,1
1721,Hansel & Gretel: Witch Hunters,Hansel and Gretel are bounty hunters who track down witches for a living. They are tasked with rescuing the children who have been abducted by witches to be sacrificed on Blood Moon night.,"Action, Horror",6.1,10682094,1
1722,Yeh Kaali Kaali Ankhein,"Tahir Raj Bhasin, Shweta Tripathi, Anchal Singh","Action, Comedy, Thriller",7.0,22390333,1
1725,Code Name:Tiranga,"Parineeti Chopra, Harrdy Sandhu, Ribhu Dasgupta","Action, Drama, Thriller, Romance",3.2,13488925,1
1728,Akhanda,Nandamuri Balakrishna | Boyapati Srinu |,"Action, Comedy, Thriller",6.9,6201882,1
1729,Chup: Revenge of the Artist,"Sunny Deol, Dulquer Salmaan, Shreya Dhanwanthary, Pooja Bhatt","Action, Drama, Thriller",7.6,18319417,1
1730,Imaikkaa Nodigal,"Atharvaa, Nayanthara, Anurag Kashyap |","Action, Drama, Thriller",7.3,7339006,1
1731,Theerppu,"Prithviraj Sukumaran, Murali Gopy, Indrajith Sukumaran","Action, Drama, Thriller",5.6,621070,1
1735,Freddy,Kartik Aaryan | Alaya F,"Action, Thriller",7.5,68188532,1
1738,Ghatak,"Sunny Deol, Meenakshi, Mamta Kulkarni","Action, Drama, Thriller, Crime",7.5,22496449,1
1745,Victim/Suspect,Investigative journalist Rae de Leon uncovers and examines the pattern of young women being ignored by authorities after reporting sexual assaults.,"Drama, Crime",7.0,169438,1
1746,No Exit,"Danny Ramirez,Havana Rose Liu","Drama, Mystery, Thriller",6.1,6614715,1
1767,Godzilla,Best Action war Movie,"Action, Drama, War",6.4,41507891,1
1768,KATE,"Slipped a fatal poison on her final job, a ruthless Tokyo assassin has less than 24 hours to find out who ordered the hit and exact revenge.","Action, Drama, Mystery",6.2,113252,1
1774,Vasco The Rebel,"Vasco The Rebel (Romantic) | Akash Puri, Ketika S | ","Action, Drama, Romance",4.5,489484,1
1775,NRI Wives,NRI Wives || Grey Stories Of Love Vs Desires...,Drama,8.3,1441621,1
1776,Aazam,"Jimmy Shergill, Abhimanyu Singh & Indraneil Sengupta |","Drama, Mystery, Thriller, Crime",8.6,2760116,1
1777,Boo,"Rakul Preet Singh, Vishwak Sen |Best Movie","Horror, Thriller",4.1,110909,1
1778,Missing,"Storm Reid, Joaquim de Almeida, Ken Leung, Amy Landecker, Daniel Henney, and Nia Long.","Drama, Thriller",7.1,16596352,1
1780,Tin&Tina,"After a traumatic miscarriage, a young couple adopts two peculiar twins from a convent whose obsession with religion soon disturbs the family.","Horror, Mystery, Thriller",4.8,45288,1
1782,Blood & Gold,"At the bitter end of World War II, a German deserter and a young woman are drawn into bloody battle with a group of Nazis hunting for hidden gold.","Action, Drama, War",6.6,51702,1
1784,Renfield,"Renfield, the tortured aide to his narcissistic boss, Dracula, is forced to procure his master's prey and do his every bidding.","Comedy, Drama, Horror, Fantasy",6.4,137536,1
1792,Shivpratap Garudjhep,शिवप्रताप गरुडझेप || Shivpratap Garudjhep ||,Drama,8.1,68573,1
1793,Bhediya,Varun Dhawan | Kriti Sanon | Dinesh Vijan | Amar Kaushik,"Comedy, Drama, Horror, Thriller",7.1,52734966,1
1794,ચલ મન જીતવા જૈયે ૨,"Chal Man Jeetva Jaiye 2... Harsh Khurana, Rajeev Mehta, Hemen Chauhan and Sheetal Pandya",Drama,7.9,501249,1
1796,Operation Mayfair,"Jimmy Shergill, Hritiqa Chheber, Vedieka Dutt | Sudipto Sarkar","Thriller, Crime",2.5,653060,1
1797,Dasara,"Nani, Keerthy Suresh | Srikanth Odela | Santhosh Narayanan","Action, Drama, Adventure",6.8,13214264,1
1798,Mother's Day,"Agnieszka Grochowska, Sebastian Dela, Szymon Wróblewski","Action, Drama, Thriller",5.6,7905,1
1799,Come Back Home,"Come Back Home is a 2022 South Korean comedy film directed by Lee Yeon-woo, starring Ra Mi-ran, Song Sae-byeok and Lee Beom-soo.","Drama, Adventure, Thriller",8.6,36450,1
1802,65,Adam Driver as Mills. Adam Driver. Mills ; Ariana Greenblatt as Koa. Ariana Greenblatt. Koa ; Chloe Coleman as Nevine. Chloe Coleman. Nevine ; Nika King.,"Action, Drama, Adventure, Thriller, Sci-fi",5.4,1999767,1
1803,Dungeons & Dragons: Honour Among Thieves,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a long lost relic, but their charming adventure goes dangerously awry when they run afoul of the wrong people.","Action, Comedy, Adventure, Fantasy",7.3,22594427,1
1804,Michael,"Sundeep Kishan, Vijay Sethupathi | Ranjit Jeyakodi | Sam CS","Action, Drama, Thriller, Crime",5.0,2358765,1
1805,Lavaste,"Omkar Kapoor, Manoj Joshi & Brijendra Kala","Drama, Thriller",8.8,5089731,1
1806,WWE Night of Champions,"Directed by Kevin Dunn. With Brock Lesnar, John Cena, Randy Orton, Chris Jericho. Eight matches took place at the event.","Action, Sport",6.4,285223,1
1807,Fire in the Mountains,"A mother toils to save money to build a road in a mountainous Himalayan village to take her son to physiotherapy. Yet her husband, who believes that a shamanic ritual is the remedy, stands in her way.",Drama,6.4,14589,1
1809,I See You,Strange occurrences plague a small-town detective and his family as he investigates the disappearance of a 12-year-old boy.,"Drama, Mystery, Thriller, Crime, Popular",6.8,1317171,1
1811,Studio 666,"Dave Grohl, Nate Mendel, Pat Smear","Comedy, Drama, Horror",5.7,13497,1
1813,The Little Mermaid,"The youngest of King Triton's daughters, Ariel is a beautiful and spirited young mermaid with a thirst for adventure.","Drama, Adventure, Fantasy, Popular",7.0,19334775,1
1814,Comrade in America,"Cia(Comrade in America) ||Dulquer Salmaan, Karthika||","Drama, Adventure",6.4,55056,1
1815,Goal The Dream Begins,Goal ! The Dream Begins - A young boy immigrates from Mexico to America for a better life and situation with his family. But what the family doesn't know is that the little boy that loved Football would grow up to be one of the best Footballers in the Premier League!,"Sport, Popular",5.3,1387240,1
1822,Bad Boy,Namashi | Amrin | Rajkumar Santoshi | Himesh Reshammiya,"Comedy, Drama",8.7,11131223,1
1823,Chengiz,Jeet | Susmita | Rohit Roy | Shataf | Neeraj Pandey | Rajesh,"Action, Drama, Thriller",8.2,4921189,1
1824,Creed III,"Tessa Thompson, Michael B. Jordan","Action, Drama, Sport",6.9,11930,1
1825,SISU,"Jorma Tommila, Aksel Hennie, Jack Doolan and Mimosa Willamo.","Action, War, Adventure, Thriller",7.0,1081612,1
